uri,type,rdfs:label,vocabulary:hasReplication,vocabulary:hasCreationDate,vocabulary:hasGeometry,rdfs:comment,vocabulary:hasDestructionDate,vocabulary:isHosted,vocabulary:hasFactorLevel,vocabulary:isPartOf,vocabulary:hasGermplasm
"Scientific object URI (autogenerated if empty)
Required : no. 
Example : http://opensilex.org/id/scientific-object/so-name1","URI of the object type
Required : no. 
Example : vocabulary:Plant","Property name : Name
Data type : Short string
Property description : 
Required : yes
Example : Opensilex","Property name : replication
Data type : Short string
Property description : In statistics, replication is the repetition of the conditions of an experiment, so that the variability associated with the phenomenon can be estimated.
Required : no
Example : Opensilex","Property name : Creation date
Data type : Date
Property description : 
Required : no
Example : 2022-01-01","Property name : Geometry
Data type : Short string
Property description : Geospatial coordinates of the object, in WKT format
Required : no
Example : Opensilex","Property name : Description
Data type : Short string
Property description : 
Required : no
Example : Opensilex","Property name : Destruction date
Data type : Date
Property description : 
Required : no
Example : 2022-01-01","Property name : is hosted
Data type : Facility (URI)
Property description : 
Required : no","Property name : Factor level
Data type : Factor level (URI)
Property description : 
Required : no
This column can be present multiple time to define multiple values","Property name : is part of
Data type : Scientific object (URI)
Property description : A related resource in which the described resource is physically or logically included
Required : no","Property name : Germplasm
Data type : Germplasm descriptor information (URI)
Property description : 
Required : no
This column can be present multiple time to define multiple values"
,vocabulary:tree,,,,,,,,,,
